Glottocode,Family_ID,GPGLMM_3D_Mean,GPGLMM_3D_SE,Isolate_Flag,GPGLMM_2D_Mean,GPGLMM_2D_SE,Verkerk_BRMS_Mean,Verkerk_BRMS_SE
abau1245,sepi1257,6.398536616308588,0.13992841084866284,0,6.154970949081401,0.044737360784008785,6.597747283367751,5.33938440423087
abee1242,atla1278,4.345504190800181,0.1332540883432292,0,4.216893800785867,0.03167732374921338,7.559049169315,4.8058618134723154
aben1249,aust1307,-3.1079889305267345,0.052026526333499086,0,-2.9947498245570188,0.027156488866704225,-5.6237508217475,3.9378278260746704
abkh1244,abkh1242,4.533750823226434,0.14522261755494095,0,4.517448838466786,0.023247249125920393,1.79581470756825,5.3555466438715555
abua1245,nucl1708,6.45448034213695,0.107772543626491,0,6.190049678617564,0.04167085688757615,6.243959896145,5.443134105499845
abui1241,timo1261,4.968974716863855,0.15522821926473793,0,4.642060748754037,0.032553258293591084,6.16152654883165,5.50133797618979
abun1252,abun1252,5.397609467886454,0.0801933252382836,1,5.032093696626436,0.052520964815799015,5.9877088112875,5.52312722906974
achi1257,aust1307,-0.3600570927160533,0.04697196968583439,0,-0.36506817920887946,0.024774041467845682,-0.3460026002975,3.828587134778455
acha1250,araw1281,1.1176682880296065,0.19183345476627794,0,0.9059066192738108,0.01990408201097671,-0.5220095397790601,4.029955117130865
ache1245,narr1279,2.9945398283531772,0.2094174652236052,0,2.7867570825879655,0.03678735142347875,6.3398069368966,5.64420799126626
achi1256,maya1287,-1.8556779233477627,0.11825233448707408,0,-1.956868889347439,0.021531548571514774,-0.5036614795597499,4.323893747897779
achu1248,jiva1245,3.774646891419965,0.20494996638075824,0,3.594476161638906,0.011900800460518068,2.9004389880175,4.7574666767256595
achu1247,pala1350,-1.7072225715557536,0.05618456615182183,0,-1.7694930602213716,0.009045210529345343,-1.7730539613825,4.854856762318945
acol1236,nilo1247,0.8356328374740659,0.059077406583460945,0,0.7318310963513432,0.021999816480071235,2.433590955195,4.1236228921007605
adan1251,timo1261,4.9138775888903385,0.15555900406307854,0,4.589226688704468,0.03390833273142935,6.148982472995,5.5145738531355395
adon1237,aust1307,2.6712668742851795,0.09043740179272593,0,2.6123110241445993,0.03090658072420331,0.3945559543425,3.981967161023395
adze1240,aust1307,3.437564773323083,0.12766793230170614,0,3.67958098912891,0.007315109368230325,0.033648221201249995,3.9260219405415153
aeky1238,kamu1264,5.953169194093418,0.08889793453282728,0,5.737088431573058,0.050957062384138316,6.22510734728,5.393090280015295
afad1236,afro1255,0.7008485080607814,0.21633984308950333,0,0.470597377411573,0.042881572555538296,-0.0024796473734999998,4.01474489084373
afar1241,afro1255,1.1758183377268638,0.09824357114800739,0,1.0187920439171492,0.02121727087672503,2.0278389066005,4.10722833070559
aghe1239,atla1278,4.266239508079286,0.04652458193808959,0,4.152464122408639,0.029409128807707952,7.040185502382499,4.82205687907497
aghu1255,nucl1709,6.5057809205782435,0.24407419348298667,0,6.301585370284218,0.02761321619083215,7.656665177372499,5.29542776082494
agob1244,paho1240,4.06100294004785,0.03369582438087399,0,3.8172233436847067,0.02895371656360427,6.558516178925,5.25061023792515
agua1253,jiva1245,3.4865876119753745,0.19240345244241006,0,3.2471119568525335,0.015182101811976568,2.8627154816765,4.776738917639991
agus1235,aust1307,-2.83810479296932,0.06080326585526493,0,-2.7271726181458615,0.028965339821729944,-5.963324815642499,3.88128963543961
agut1237,aust1307,-2.8611491863684444,0.055723830951312774,0,-2.758881807679565,0.022958107296011044,-5.2647054922775,3.9670129727119097
ahin1234,aust1307,-3.156266531945055,0.04598577697830414,0,-3.076618632393288,0.026922833583707062,-5.5450037573895,3.927096997941785
aika1237,aika1237,3.2531866052536187,0.10891505745656048,1,3.073126902469925,0.016911026064810805,1.838109286187,4.95658276468616
aime1238,bosa1245,5.80952804493335,0.11010374193588661,0,5.604652463197098,0.07038324297296274,5.9888631260725,5.335122875253205
musa1266,nucl1709,6.815198243401813,0.2601276463539968,0,6.611240427721623,0.022434018423196343,7.3644078743575,5.379843579465165
aito1238,taik1256,3.967114050286046,0.12950999740371197,0,3.9533803707157977,0.01399482025919603,4.77775828017,5.109181388607155
ayiw1239,aust1307,3.097277019149373,0.17241083041487454,0,3.231576729018978,0.013027895112175088,-0.5424554003985,4.01696535344654
ajab1235,atla1278,5.546841006051936,0.11637700561972275,0,5.518640004188645,0.03635397873252595,7.5029282606475,4.84577155577143
ajas1235,kres1240,4.031834520279604,0.18545727970658268,0,3.8678028941499516,0.0440501164934273,5.99180075996275,5.7306687287506
ajie1238,aust1307,-1.003656324925474,0.043227595369792496,0,-0.9665220664126162,0.033242399797678686,-0.37465864034,3.8102363785491553
west2635,maya1287,-2.739491489157658,0.04077664211156147,0,-2.651189680393631,0.037367001527077615,-2.8531547037127503,4.57480513456425
akei1237,aust1307,3.0451390145390134,0.1307126008510055,0,2.7398939578274066,0.02912496528014883,0.0344645459525,3.94186884617393
akha1245,sino1245,5.61507987250807,0.060233230444668356,0,5.328926268164096,0.04190437684951262,4.9663829713375005,4.6668628433669
akoo1248,atla1278,3.803360736261433,0.03060650104754282,0,3.8428896206986964,0.024887286559211134,6.73144950638,4.46515966614051
akun1241,tupi1275,2.781423301068733,0.051223887854697954,0,2.7166414915514743,0.01603388349009085,1.8265875038125001,4.506055638170815
alab1254,afro1255,3.3676965337369253,0.08251287751733695,0,3.1799490619009836,0.03170292334898876,1.7520158972367499,4.15599478475794
alab1237,musk1252,2.4825040406439984,0.1336673739793755,0,2.2173310208314483,0.01135477514686729,4.20291588415,4.59864206706947
alac1244,otom1299,-2.710755600283052,0.027682889554130605,0,-2.5877256810039917,0.0196862659988927,-3.612948277764,4.69122910415543
alag1248,afro1255,2.1304340884383626,0.1036179216433282,0,2.087897760570771,0.024800569400830082,1.4089258173775,4.148772709117185
alam1246,sepi1257,5.079200100314247,0.06702460701921625,0,4.772703775422972,0.04392443388139226,6.6039360439150006,5.320854287717834
aleu1260,eski1264,3.886021532446123,0.347078358355633,0,3.6163751412019742,0.022923865537605535,3.41473983479975,4.91348120560145
alor1247,aust1307,2.9430808564267448,0.08065650284979661,0,2.8675189397291216,0.02487004534763897,0.411528810918,3.982623456652165
