Glottocode,Family_ID,GPGLMM_3D_Mean,GPGLMM_3D_SE,Isolate_Flag,GPGLMM_2D_Mean,GPGLMM_2D_SE,Verkerk_BRMS_Mean,Verkerk_BRMS_SE
abad1241,aust1307,-1.8544642060997503,0.015593403217236092,0,-1.6671661369288202,0.023132463200050725,3.2031132144905,3.8994612784043303
abau1245,sepi1257,-4.310852711790535,0.03654985791039906,0,-4.226979192947876,0.0358321601873915,-6.24707844528825,5.227300060759886
abee1242,atla1278,0.8670272690540521,0.018591698828144723,0,0.7572793645431204,0.018403007016069967,8.666760806488249,4.407771511873035
aben1249,aust1307,5.239366968027697,0.025422719319739974,0,5.102890873512678,0.034267092889097975,8.545672306735,4.162167809384715
abkh1244,abkh1242,-3.3734361068409022,0.021510198361659502,0,-3.233720645118664,0.020452406885443693,-5.466859605461774,5.499681992815161
abua1245,nucl1708,1.3641527121498926,0.041181156278797766,0,1.3265941689989038,0.041515837151805846,5.909581337125,4.40597840800578
abui1241,timo1261,-2.7042346799220573,0.01403331310227475,0,-2.694937802625229,0.024033041248228783,-6.38472971209,5.25785281933431
abun1252,abun1252,2.168912377825216,0.013521963042406581,1,2.097173146620082,0.012704734245940031,-0.4261225024975,4.94840626962756
achi1257,aust1307,3.7180546808815036,0.023070479218577564,0,3.326557013654286,0.03726375618166484,7.72182218499,4.08085971801431
acha1250,araw1281,1.4192614813662403,0.029641015599766982,0,1.3592366499650885,0.03177979082589836,3.0008993606349996,3.884834472740125
ache1245,narr1279,2.5736305826805737,0.01902039240961546,0,2.4812877387620493,0.018007892374464405,2.31496207004,5.200831495925485
achi1256,maya1287,3.9704979081355685,0.02313804613849583,0,3.969315043343406,0.02734047911357567,4.9975795163825,4.814232278026015
achu1248,jiva1245,-2.579931963464606,0.017990907598006027,0,-2.676084872376805,0.02936120441062792,-5.2636773040290254,4.64589246733006
achu1247,pala1350,0.8704654422515383,0.011105472443830044,0,0.8994931233674872,0.024087108651642684,2.721332325687575,4.75043460797297
acol1236,nilo1247,1.8199896919079581,0.014878871072271243,0,1.8146172498359612,0.015146061425187662,5.6847632358075,4.15130891906653
adan1251,timo1261,-2.710352122931507,0.019211247394286778,0,-2.6985616540301236,0.02718620437352213,-6.4998649288245005,5.23671798465052
adon1237,aust1307,2.819718455783628,0.028729772696143397,0,2.668040704998986,0.03079935481034829,7.96069411815,4.15952832029037
adze1240,aust1307,0.7735313999128695,0.02083412928560605,0,0.6666552084672339,0.021424341352915575,7.059479158885,4.014740442033685
aeky1238,kamu1264,-4.34696573977331,0.010113832044232185,0,-4.155003437249557,0.01712255735721243,-4.495560073155,5.455620292740839
afad1236,afro1255,3.219226862717642,0.021120122942082514,0,3.166163511878666,0.020873928017467486,6.03277577385,4.244087237020105
afar1241,afro1255,-2.322771853344729,0.0098925256898142,0,-2.3184972604845964,0.013674822565634152,-2.4084125191745,3.992301777532235
aghe1239,atla1278,4.305828466204856,0.020856991117005157,0,4.231256287514711,0.020257222912189034,9.69982527308375,4.917185139865965
aghu1255,nucl1709,-4.982935900216868,0.03163482183160575,0,-4.89427426990414,0.03417555814760178,-6.601679337045001,4.891155261441555
agob1244,paho1240,-4.656721755588696,0.05147457032302951,0,-4.521658758999001,0.050217426376158183,-4.27691856984415,5.3334943569085755
agua1253,jiva1245,-2.739643500344388,0.01759695151743241,0,-2.691770575815478,0.02268034635672766,-5.1890589908599996,4.691146318180535
agus1235,aust1307,4.6911583204115415,0.028689226673244635,0,4.645192699782633,0.029424635161712544,8.387391176847501,4.095479113855285
agut1237,aust1307,4.787379571064009,0.023445845369548177,0,4.653088648295996,0.03082998508932558,8.3199228800195,4.18564525499848
ahin1234,aust1307,5.203251951492264,0.027236604801822516,0,5.070789884178705,0.03257359482816901,8.631949301625,4.170542606403416
aika1237,aika1237,-2.007871203301062,0.013623021316558953,1,-1.9499742198612062,0.015754698683995667,-4.00744238579,4.862643110072636
aime1238,bosa1245,-4.813069730871003,0.058969313287923784,0,-4.607486338425266,0.058198785987694714,-4.5900596288205,5.309933146182875
musa1266,nucl1709,-5.308428291113495,0.03019714393994084,0,-5.081402744785201,0.03175891489134989,-6.0124741886025,5.37355931693949
aito1238,taik1256,1.8977294319946214,0.02058178301513118,0,1.7964142577115987,0.022146380018898543,9.533000405295,4.5302900046671954
ayiw1239,aust1307,4.013125956451357,0.01843863311969476,0,4.105727326737702,0.01750958597473104,7.59733238001125,4.1871332446255245
ajab1235,atla1278,3.418484088007597,0.02908158977755023,0,3.2079386437763633,0.032541056338336,8.138210734705,4.537898768295539
ajas1235,kres1240,2.3694456123625875,0.012929051760124965,0,2.284824502243236,0.012773072029570594,4.471481718225,5.161688720757275
ajie1238,aust1307,3.7619484590936727,0.027802282554334555,0,3.5961432031458083,0.028857744712655096,8.22970470741,4.18269058299476
west2635,maya1287,4.550595116992376,0.021908468914029897,0,4.51181672258774,0.021246642167576445,4.939171986014999,4.8873903714049
akei1237,aust1307,4.095512815057916,0.03467403114805131,0,4.00136546124069,0.034783171293462284,8.0542240739,4.16298533514939
akha1245,sino1245,-1.8911680554624546,0.009344133095183373,0,-1.7683186804354056,0.013377107816330485,-6.36530769088,4.080544051484756
akoo1248,atla1278,4.37418559336648,0.018578660968445897,0,4.317255818460385,0.01904318157960315,10.91695524375,4.6937397648197745
akun1241,tupi1275,-2.138302252144631,0.02790371995729102,0,-2.006058871097247,0.02863694135140097,-3.2425885543910002,4.19270260766025
alab1254,afro1255,-2.6301054465650546,0.008979746966434481,0,-2.4503837901564034,0.017957786110854152,-2.553958955385,4.0519206314241245
alab1237,musk1252,-2.8825993174813767,0.019463094494153184,0,-2.7773035608007697,0.028542269104932662,-5.4352155350175,4.646073669622795
alac1244,otom1299,4.916810122357138,0.02728202006745698,0,4.94592775350414,0.027688425570309386,4.9147838852420005,4.963844684527765
alag1248,afro1255,-0.2769462166194091,0.019813536140517354,0,-0.18125139521680228,0.020914771830257965,-1.5261554632225,3.91661399833882
alam1246,sepi1257,-5.306336717368053,0.04789366001630414,0,-5.102659547442998,0.045648702152178144,-5.9141104434875,5.308062403258595
aleu1260,eski1264,-1.6199770539406644,0.012195810882509525,0,-1.372742282085846,0.020574706465938654,-2.47650759813,4.70216394117921
alor1247,aust1307,2.5604137943808203,0.03195389032102608,0,2.457120263223327,0.031228071347931326,7.9967689398749995,4.154889057936391
aluk1238,drav1251,-2.2632033481805856,0.026791082719165343,0,-2.4322172018433506,0.028087978726262678,-3.5975114132000003,4.191947715125146
amah1246,pano1259,-3.0294611923005195,0.04594841204409041,0,-2.9387479706939574,0.04512702488964159,-6.3124560760224995,4.269702919941485
amam1246,kuni1270,-4.29009731683354,0.03873767546451528,0,-4.178944433798117,0.03992554267751932,-4.919240967227751,5.27423549290727
amap1240,left1242,-3.6180176366860284,0.03898771205666122,0,-3.4957904539254487,0.03814272853980353,-4.7935600288549995,5.26527971428434
amar1272,aust1307,3.3221491096859403,0.01369866602175475,0,2.986923868797878,0.032074285877026924,5.81060373217,4.123628612261545
amas1236,nyim1244,1.879168310575317,0.01660320409567999,0,1.7958458814859743,0.015300263983087837,3.2734891785275,5.327341199750579
ambu1247,nduu1242,-3.701093436692975,0.05708612435184288,0,-3.584924721050008,0.05568109372913994,-5.37515717004,5.24545864618432
amdo1237,sino1245,-0.9283343417776151,0.009836815760894228,0,-1.1663122433858943,0.021729185857367817,-2.8753663297634997,3.784235014386745
amha1245,afro1255,-2.717328980469013,0.012230382026355542,0,-2.586910068751398,0.021150746931399563,-1.5065872807762002,4.30066893029759
amii1238,west2434,-3.1691148092540975,0.045831884596788136,0,-3.119824465255292,0.04884968036064496,-5.43017352604,5.259077777209165
amis1246,aust1307,3.248326217698052,0.027886572978996306,0,3.3751067420679615,0.030108925856070612,7.52752533375,4.41127184639222
hoaa1235,kxaa1236,1.6039166633182975,0.010512446328804381,0,1.5140840053567062,0.01038596060029671,3.3123375069925,5.1291965390839
amri1238,sino1245,-2.5515976339640565,0.011499856411452118,0,-2.7833478339946063,0.023529244006871872,-0.42658164444925,3.84992701517253
gily1242,nivk1234,-3.1850608758581975,0.005773753339290128,0,-3.6884277202379216,0.03142481296869792,-9.11317411742975,7.545213997735095
anei1239,aust1307,3.8794607189995958,0.025941701045720637,0,3.9015413461196795,0.025503045932130555,8.227013940749998,4.1738208730228195
anem1249,anem1249,1.7290404090658065,0.013042192684387032,1,1.6415390066530802,0.013025953986890292,-0.0358885744755,4.754427583330795
anfi1235,gong1255,-3.6870630717297868,0.012947864451909704,0,-3.709051290731052,0.02824902514340535,-5.455800243735,5.01096706537218
anga1290,anga1289,-3.4505734976971993,0.031481591168039794,0,-3.409923847449816,0.03276611863840732,-4.665119415835,5.43497324009058
anga1288,sino1245,-3.2266817782285018,0.0052454835768213064,0,-3.200610580105735,0.006500484142594701,-1.96525728107,4.080731207683765
ango1257,chib1249,-2.45729897313189,0.03775601225150949,0,-2.4640931640828274,0.03741306141453183,-4.83338247326,4.216442479143195
wara1294,more1255,-4.822267520596651,0.03066218313216608,0,-4.752069389494848,0.02959914582894596,-4.76487683396775,5.310439900408705
anta1255,aust1307,-0.6302897423831993,0.014550679658351258,0,-0.6860636735970413,0.024022575779975543,3.9594141895700004,3.745193607776025
anuf1239,atla1278,3.2626551599011844,0.026380521921442388,0,3.104659870687912,0.02861241751250824,8.48545179285,4.447903591709659
anuu1241,sino1245,-1.7482389944384344,0.011278892234385812,0,-1.8811997502650362,0.015227872569067333,-0.36851204496,3.8594932000736053
anut1237,aust1307,4.582907519810563,0.026668954938760005,0,4.693758522113705,0.026286366749749508,9.405645194925249,4.07056784605394
aona1235,sino1245,-3.028486502578729,0.032906510173853265,0,-3.050327305035463,0.031222327204567493,-1.5071117611434999,3.97254657472029
aoua1234,taik1256,3.7106632206053396,0.028047785868934208,0,3.706298552886037,0.03021379675460174,9.00408318325,4.69700996384441
apat1240,sino1245,-3.3296696657247593,0.019171955082101812,0,-3.3364466768053913,0.01888844545360683,-2.9825440062964,4.02882723002573
apin1244,nucl1710,-2.5814133755211977,0.01665728440691138,0,-2.553227389329476,0.017533402003510355,-3.730487820298725,4.284740488246765
apma1240,aust1307,4.453825725819816,0.026668716638521137,0,4.433507712016862,0.0263544413851992,7.7157632783275,4.0781516090976755
apma1241,kera1258,-4.51105635064642,0.03143228684253816,0,-4.24208843713828,0.029054653449342015,-4.0301426605625,5.59303154967378
apur1254,araw1281,0.633091555987223,0.025645470264546423,0,0.8204775829410276,0.028776717222785415,1.780503854155,4.011685612737285
arak1252,aust1307,4.120758485497378,0.038910923015605274,0,4.027810135589782,0.03827118207889938,8.0996734193,4.155399686280105
aram1253,more1255,-4.551588327720173,0.008830329642046074,0,-4.425878416873109,0.010509870264917995,-4.711804601995,5.326105920844229
arao1248,pano1259,-2.4309201806684246,0.032329297465746025,0,-2.3892053212860205,0.03152798991810914,-4.0026873303237505,4.126325537641295
arap1274,algi1248,0.5603950808346181,0.016764214825089843,0,0.5825125116994236,0.017137346914106597,0.9954326640395,4.017339265769396
araw1273,tupi1275,-1.9165245137104394,0.017372978134613092,0,-1.9062776026077592,0.01780082130287791,-4.4361086704365,4.307883372195775
arbo1245,afro1255,-0.8193588719002027,0.022633006925677567,0,-0.8704109270062311,0.022349756221001767,-0.8437695162195,3.692915632468795
arch1244,nakh1245,-5.088356040515929,0.017193797990974112,0,-5.132757435972925,0.016700556267075655,-6.4244959375145,5.36823779033677
aree1239,aust1307,-2.180218567055216,0.012121482294237238,0,-2.044379094238301,0.01688066453321409,2.7925774053755,4.0034124213069795
area1240,aust1307,2.8502999562934885,0.029176857505238536,0,2.8240523200815537,0.02849348425439418,7.1649282692725,4.056441777705331
argo1244,afro1255,-2.806754732585595,0.014288999624341029,0,-2.6793502771077145,0.022150535808703638,-1.5409037195175,4.326712400208105
arhu1242,chib1249,-1.9347074094682104,0.02026179720231543,0,-2.02694108700642,0.023906981520045546,-4.44010489455575,4.123304745433205
arig1246,atla1278,2.555140600833841,0.03548782272775404,0,2.6574239248366,0.03787542982608028,8.11647958875,4.465963861568325
arom1237,indo1319,3.380433920087612,0.014285020845868496,0,3.4179977128638805,0.015452934598677307,7.0327035190250005,4.27076992752479
